X Thalaivan Sargunam,8
Y Gnaneswara Rao,2
Y Nagar,4
Y Venugopal Rao,0
Yashpal Singh,6
YK Pathan,5
Younis Khan,6
YS Chahal,4
Yuvraj Singh,1
YV Takawale,4
Z Khan,5
Evin Lewis,5
Mark Wood,6
Mitchell Santner,0
Moeen Ali,0
Tom Curran,4
Ish Sodhi,2
D'Arcy Short,0
Cameron Delport,0
Dhruv Shorey,0
Rinku Singh,0
Shivam Mavi,0
Maipal Lamror,0
Krishnappa Gowtham,0
Heinrich Klaasen,0
Ricky Bhui,0
Prithvi Shaw,0
L Ngidi,0
Mayank Markande,0
DJ Wiley,0
A Dananjaya,0
Prasidh Krishna,0
S Gill,0
Javon Searles,0
Jofra Archer,0
Kulwant Khejroliya,0
