SM Harwood,8
SM Pollock,0
SMSM Senanayake,9
SN Thakur,5
Sohail Tanvir,6
SP Narine,5
SPD Smith,9
SR Tendulkar,7
SR Watson,0
SS Agarwal,6
SS Mundhe,5
SS Sarkar,7
ST Jayasuriya,0
STR Binny,0
Sunny Gupta,9
SW Tait,9
Swapnil Singh,5
T Henderson,2
T Natarajan,9
T Shamsi,2
T Thushara,9
TA Boult,0
Tejas Baroka,5
TG Southee,7
TL Suman,7
TM Dilshan,8
TM Head,5
TP Sudhindra,7
TS Mills,8
Umar Gul,5
UT Yadav,8
V Kohli,9
V Pratap Singh,7
V Sehwag,5
V Shankar,0
VR Aaron,1
VRV Singh,7
VS Malik,9
VS Yeligati,0
VY Mahesh,0
WA Mota,8
Washington Sundar,7
WD Parnell,9
WPUJC Vaas,7
Y Gnaneswara Rao,5
Y Nagar,9
Y Venugopal Rao,4
YA Abdulla,0
YK Pathan,6
YS Chahal,5
Yuvraj Singh,3
Z Khan,0
Mark Wood,8
Jason Behrendorff,0
Mitchell Santner,5
Moeen Ali,6
Tom Curran,8
Ish Sodhi,9
Liam Plunkett,9
Cameron Delport,9
Mujeeb Ur Rahman,9
Kulwant Khejroliya,9
Shivan Mavi,9
Javon Searles,9
Prasidh Krishna,9
Maipal Lamor,9
Krishnappa Gowtham,9
Jofra Archer,9
K Khaleel Ahmed,9
Mayank Markande,9
Abhishek Sharma,9
Junior Dala,9
L Ngidi,9
Evin Lewis,9
DJ Wiley,9
A Dananjaya,9
S Gill,9
Tom Curran,9
Shivam Mavi,9
D Short,9
